latitude,longitude,time,date,MQ135 value 0-1024,MQ135 average,MQ135 peak,MQ2 value, MQ2 average, MQ2 peak, dust pcs/0.01cf
51.4951896667,0.0176166000,14:15:24,23/9/2016,89.00,89.00,89.00,62.00,62.00,62.00,7383.41
51.4951820373,0.0176200008,14:15:26,23/9/2016,89.00,89.00,89.00,62.00,62.00,62.00,7383.41
51.4951820373,0.0176100015,14:15:27,23/9/2016,89.00,89.00,89.00,62.00,62.00,62.00,7383.41
51.4951896667,0.0175966014,14:15:28,23/9/2016,89.00,89.00,89.00,62.00,62.00,62.00,7383.41
51.4951896667,0.0175866007,14:15:28,23/9/2016,89.00,89.00,89.00,62.00,62.00,62.00,7383.41
51.4951744079,0.0175850019,14:15:30,23/9/2016,89.00,89.00,89.00,62.00,62.00,62.00,7383.41
51.4951591491,0.0175883007,14:15:31,23/9/2016,89.00,89.00,89.00,62.00,62.00,62.00,7383.41
51.4951515197,0.0175883007,14:15:32,23/9/2016,89.00,89.00,89.00,62.00,62.00,62.00,7383.41
51.4951324462,0.0175866007,14:15:32,23/9/2016,89.00,89.00,89.00,62.00,62.00,62.00,7383.41
51.4951248168,0.0175866007,14:15:34,23/9/2016,89.00,89.00,89.00,62.00,62.00,62.00,7383.41
51.4951171875,0.0175850019,14:15:35,23/9/2016,89.00,88.99,89.00,62.00,62.00,62.00,7383.41
51.4951095581,0.0175883007,14:15:36,23/9/2016,89.00,88.97,89.00,62.00,62.00,62.00,7383.41
51.4951019287,0.0175866007,14:15:36,23/9/2016,88.00,88.64,89.00,62.00,62.00,62.00,10475.06
51.4950828552,0.0175850019,14:15:38,23/9/2016,88.00,88.00,88.00,62.00,62.00,62.00,10475.06
51.4950752258,0.0175816001,14:15:39,23/9/2016,88.00,88.00,88.00,62.00,62.00,62.00,10475.06
51.4950675964,0.0175816001,14:15:40,23/9/2016,88.00,88.00,88.00,62.00,62.00,62.00,10475.06
51.4950523376,0.0175833010,14:15:40,23/9/2016,88.00,88.00,88.00,62.00,62.00,62.00,10475.06
51.4950447082,0.0175833010,14:15:42,23/9/2016,88.00,88.00,88.00,62.00,62.00,62.00,10475.06
51.4950294494,0.0175850019,14:15:43,23/9/2016,88.00,88.00,88.00,62.00,62.00,62.00,10475.06
51.4950180053,0.0175866007,14:15:44,23/9/2016,88.00,88.00,88.00,62.00,62.00,62.00,10475.06
51.4950027465,0.0175866007,14:15:44,23/9/2016,88.00,88.00,88.00,62.00,62.00,62.00,10475.06
51.4949951171,0.0175850019,14:15:46,23/9/2016,88.00,87.92,88.00,62.00,61.97,62.00,10475.06
51.4949874877,0.0175816001,14:15:47,23/9/2016,88.00,87.51,88.00,62.00,61.86,62.00,10475.06
51.4949798583,0.0175783014,14:15:48,23/9/2016,87.00,87.23,88.00,61.00,61.64,62.00,10475.06
51.4949607849,0.0175715994,14:15:48,23/9/2016,87.00,87.04,88.00,62.00,61.86,62.00,10475.06
51.4949531555,0.0175682997,14:15:50,23/9/2016,87.00,87.00,88.00,61.00,61.53,62.00,10475.06
51.4949455261,0.0175650000,14:15:51,23/9/2016,87.00,87.00,87.00,61.00,61.00,61.00,10475.06
51.4949378967,0.0175633010,14:15:52,23/9/2016,87.00,87.00,87.00,61.00,61.00,61.00,10475.06
51.4949302673,0.0175616016,14:15:52,23/9/2016,87.00,87.02,88.00,61.00,61.00,61.00,10475.06
51.4949226379,0.0175633010,14:15:54,23/9/2016,87.00,87.00,88.00,61.00,61.00,61.00,10475.06
51.4949073791,0.0175600028,14:15:55,23/9/2016,87.00,87.01,88.00,62.00,61.17,62.00,10475.06
51.4948883056,0.0175633010,14:15:56,23/9/2016,87.00,87.38,88.00,62.00,61.98,62.00,10475.06
51.4948730468,0.0175650000,14:15:56,23/9/2016,87.00,87.60,88.00,62.00,61.99,62.00,10475.06
51.4948654174,0.0175665998,14:15:58,23/9/2016,87.00,87.28,88.00,62.00,61.56,62.00,10475.06
51.4948577880,0.0175665998,14:15:59,23/9/2016,87.00,87.03,88.00,61.00,61.17,62.00,10475.06
51.4948387145,0.0175633010,14:16:0,23/9/2016,87.00,87.00,87.00,62.00,61.91,62.00,10475.06
51.4948310852,0.0175616016,14:16:0,23/9/2016,87.00,87.00,87.00,62.00,61.99,62.00,10475.06
51.4948158264,0.0175616016,14:16:2,23/9/2016,87.00,87.00,87.00,61.00,61.64,62.00,10475.06
51.4948005676,0.0175583004,14:16:3,23/9/2016,87.00,86.99,87.00,62.00,61.27,62.00,10475.06
51.4947929382,0.0175616016,14:16:4,23/9/2016,87.00,87.00,87.00,62.00,62.00,62.00,10475.06
51.4947853088,0.0175532999,14:16:4,23/9/2016,88.00,87.25,88.00,62.00,62.00,62.00,10475.06
51.4947662353,0.0175549993,14:16:6,23/9/2016,88.00,88.00,88.00,62.00,62.02,63.00,10475.06
51.4947509765,0.0175566005,14:16:7,23/9/2016,87.00,87.94,88.00,62.00,62.00,63.00,32609.95
51.4947433471,0.0175516009,14:16:8,23/9/2016,88.00,87.09,88.00,62.00,62.00,62.00,32609.95
51.4947357177,0.0175466003,14:16:8,23/9/2016,88.00,88.00,88.00,62.00,62.00,62.00,32609.95
51.4947166442,0.0175400009,14:16:10,23/9/2016,88.00,88.00,88.00,62.00,62.00,62.00,32609.95
51.4947090148,0.0175250005,14:16:11,23/9/2016,88.00,88.00,88.00,62.00,62.01,63.00,32609.95
51.4947013854,0.0175250005,14:16:12,23/9/2016,88.00,87.93,88.00,62.00,62.13,63.00,32609.95
51.4947013854,0.0175233006,14:16:12,23/9/2016,88.00,88.00,88.00,63.00,62.86,63.00,32609.95
51.4946937561,0.0175250005,14:16:14,23/9/2016,88.00,88.00,88.00,63.00,63.00,63.00,32609.95
51.4946937561,0.0175283012,14:16:15,23/9/2016,88.00,88.02,89.00,63.00,63.00,63.00,32609.95
51.4946937561,0.0175383019,14:16:16,23/9/2016,88.00,88.01,89.00,63.00,63.00,63.00,32609.95
51.4946937561,0.0175383019,14:16:16,23/9/2016,88.00,88.08,89.00,63.00,63.00,63.00,32609.95
51.4946937561,0.0175350008,14:16:18,23/9/2016,88.00,88.05,89.00,63.00,63.00,63.00,32609.95
51.4946937561,0.0175316023,14:16:19,23/9/2016,88.00,88.47,89.00,63.00,63.00,63.00,32609.95
51.4946937561,0.0175283012,14:16:20,23/9/2016,88.00,88.00,89.00,63.00,63.00,63.00,32609.95
51.4946937561,0.0175266003,14:16:20,23/9/2016,89.00,88.75,89.00,63.00,63.00,63.00,32609.95
51.4946937561,0.0175233006,14:16:22,23/9/2016,88.00,88.85,89.00,63.00,63.00,63.00,32609.95
51.4946937561,0.0175215983,14:16:23,23/9/2016,88.00,88.05,89.00,63.00,63.00,63.00,32609.95
51.4946861267,0.0175200009,14:16:24,23/9/2016,88.00,88.06,89.00,63.00,63.00,63.00,32609.95
51.4946861267,0.0175233006,14:16:24,23/9/2016,88.00,88.01,89.00,63.00,63.00,63.00,32609.95
51.4946861267,0.0175383019,14:16:26,23/9/2016,88.00,88.03,89.00,63.00,63.00,63.00,32609.95
51.4946861267,0.0175500011,14:16:27,23/9/2016,88.00,88.01,89.00,63.00,63.00,63.00,32609.95
51.4946784973,0.0175650000,14:16:28,23/9/2016,89.00,88.01,89.00,63.00,63.00,63.00,32609.95
51.4946708679,0.0175682997,14:16:28,23/9/2016,88.00,88.28,89.00,63.00,63.00,63.00,32609.95
51.4946708679,0.0175766015,14:16:30,23/9/2016,88.00,88.00,89.00,63.00,63.00,63.00,32609.95
51.4946632385,0.0175833010,14:16:31,23/9/2016,88.00,88.00,89.00,63.00,63.00,63.00,32609.95
51.4946517944,0.0175950002,14:16:32,23/9/2016,88.00,88.00,89.00,63.00,63.00,63.00,32609.95
51.4946517944,0.0176050004,14:16:32,23/9/2016,89.00,88.22,89.00,63.00,63.00,63.00,32609.95
51.4946517944,0.0176166000,14:16:34,23/9/2016,89.00,88.11,89.00,63.00,63.00,63.00,32609.95
51.4946517944,0.0176315999,14:16:35,23/9/2016,89.00,88.58,89.00,63.00,63.00,63.00,32609.95
51.4946517944,0.0176433014,14:16:36,23/9/2016,89.00,88.55,89.00,63.00,63.00,63.00,32609.95
51.4946517944,0.0176532993,14:16:36,23/9/2016,89.00,88.63,89.00,63.00,63.00,63.00,32609.95
51.4946517944,0.0176683006,14:16:39,23/9/2016,89.00,88.94,89.00,63.00,63.00,63.00,1774.87
51.4946441650,0.0176765990,14:16:40,23/9/2016,88.00,88.76,89.00,63.00,63.00,63.00,1774.87
51.4946289062,0.0176883006,14:16:40,23/9/2016,88.00,88.59,89.00,63.00,63.00,63.00,1774.87
51.4946136474,0.0177133011,14:16:42,23/9/2016,88.00,88.07,89.00,63.00,63.00,63.00,1774.87
51.4946060180,0.0177332997,14:16:43,23/9/2016,87.00,87.43,88.00,62.00,62.81,63.00,1774.87
51.4945945739,0.0177466011,14:16:44,23/9/2016,88.00,87.12,88.00,62.00,62.60,63.00,1774.87
51.4945869445,0.0177600011,14:16:44,23/9/2016,88.00,87.38,88.00,62.00,62.22,63.00,1774.87
51.4945793151,0.0177716007,14:16:46,23/9/2016,87.00,87.39,88.00,63.00,62.19,63.00,1774.87
51.4945716857,0.0177833008,14:16:47,23/9/2016,87.00,87.22,88.00,62.00,62.07,63.00,1774.87
51.4945640563,0.0178166017,14:16:48,23/9/2016,87.00,87.35,88.00,62.00,62.01,63.00,1774.87
51.4945564270,0.0178416013,14:16:48,23/9/2016,87.00,87.10,88.00,62.00,62.00,62.00,1774.87
51.4945411682,0.0178700017,14:16:50,23/9/2016,87.00,87.28,88.00,62.00,62.00,62.00,1774.87
51.4945297241,0.0178999996,14:16:51,23/9/2016,87.00,87.17,88.00,62.00,62.00,62.00,1774.87
51.4945144653,0.0179333019,14:16:52,23/9/2016,87.00,87.22,88.00,62.00,62.00,62.00,1774.87
51.4944992065,0.0179632997,14:16:52,23/9/2016,87.00,87.00,87.00,62.00,61.98,62.00,1774.87
51.4944915771,0.0179833006,14:16:54,23/9/2016,87.00,87.00,87.00,62.00,61.87,62.00,1774.87
51.4944725036,0.0180132999,14:16:55,23/9/2016,87.00,86.70,87.00,62.00,61.80,62.00,1774.87
51.4944648742,0.0180416011,14:16:56,23/9/2016,86.00,86.46,87.00,61.00,61.69,62.00,1774.87
51.4944496154,0.0180599994,14:16:56,23/9/2016,86.00,86.08,87.00,61.00,61.02,62.00,1774.87
51.4944419860,0.0180783004,14:16:58,23/9/2016,87.00,86.43,87.00,61.00,61.07,62.00,1774.87
51.4944343566,0.0180983009,14:16:59,23/9/2016,87.00,86.81,87.00,62.00,61.40,62.00,1774.87
51.4944190979,0.0181182994,14:17:0,23/9/2016,87.00,86.26,87.00,62.00,61.68,62.00,1774.87
51.4944000244,0.0181350021,14:17:0,23/9/2016,86.00,86.21,87.00,62.00,61.65,62.00,1774.87
51.4944000244,0.0181400003,14:17:2,23/9/2016,86.00,86.11,87.00,62.00,61.99,62.00,1774.87
51.4944000244,0.0181432991,14:17:3,23/9/2016,86.00,86.04,87.00,62.00,61.99,62.00,1774.87
51.4943923950,0.0181450004,14:17:4,23/9/2016,86.00,86.03,87.00,62.00,61.98,62.00,1774.87
51.4943923950,0.0181450004,14:17:4,23/9/2016,86.00,86.01,87.00,62.00,61.87,62.00,1774.87
51.4943923950,0.0181450004,14:17:6,23/9/2016,86.00,86.00,87.00,61.00,61.36,62.00,1774.87
51.4943923950,0.0181466007,14:17:7,23/9/2016,86.00,86.00,87.00,61.00,61.01,62.00,1774.87
51.4943923950,0.0181516027,14:17:8,23/9/2016,86.00,86.01,87.00,62.00,61.04,62.00,1774.87
51.4944000244,0.0181649990,14:17:8,23/9/2016,87.00,86.97,87.00,62.00,61.78,62.00,436.31
51.4944000244,0.0181766023,14:17:10,23/9/2016,86.00,86.46,87.00,62.00,61.51,62.00,436.31
51.4943923950,0.0181900005,14:17:11,23/9/2016,86.00,86.08,87.00,61.00,61.19,62.00,436.31
51.4943923950,0.0182083015,14:17:12,23/9/2016,86.00,86.00,86.00,61.00,61.00,61.00,436.31
51.4943923950,0.0182283000,14:17:12,23/9/2016,86.00,86.00,86.00,61.00,61.00,61.00,436.31
51.4943847656,0.0182466011,14:17:14,23/9/2016,86.00,86.00,86.00,61.00,61.00,61.00,436.31
51.4943771362,0.0182699985,14:17:15,23/9/2016,86.00,86.00,86.00,61.00,61.00,61.00,436.31
51.4943771362,0.0182883014,14:17:16,23/9/2016,86.00,86.00,86.00,61.00,61.00,61.00,436.31
51.4943695068,0.0183016004,14:17:16,23/9/2016,86.00,86.00,86.00,61.00,61.00,61.00,436.31
51.4943695068,0.0183166007,14:17:18,23/9/2016,86.00,86.00,86.00,61.00,61.00,61.00,436.31
51.4943618774,0.0183332996,14:17:19,23/9/2016,86.00,86.00,87.00,61.00,61.00,61.00,436.31
51.4943618774,0.0183500022,14:17:20,23/9/2016,86.00,86.02,87.00,61.00,61.00,62.00,436.31
51.4943618774,0.0183649997,14:17:20,23/9/2016,86.00,86.00,86.00,61.00,61.00,61.00,436.31
51.4943504333,0.0183783006,14:17:22,23/9/2016,86.00,85.99,86.00,61.00,61.00,61.00,436.31
51.4943428039,0.0183965988,14:17:23,23/9/2016,86.00,86.00,86.00,61.00,61.05,62.00,436.31
51.4943351745,0.0184133033,14:17:24,23/9/2016,86.00,86.00,86.00,61.00,61.18,62.00,436.31
51.4943275451,0.0184265995,14:17:24,23/9/2016,85.00,85.57,86.00,61.00,61.00,61.00,436.31
51.4943199157,0.0184432992,14:17:26,23/9/2016,85.00,85.00,85.00,61.00,61.00,61.00,436.31
51.4943122863,0.0184633007,14:17:27,23/9/2016,85.00,85.00,85.00,61.00,61.03,62.00,436.31
51.4943046569,0.0184749984,14:17:28,23/9/2016,84.00,84.92,85.00,61.00,61.00,61.00,436.31
51.4942970275,0.0184883003,14:17:28,23/9/2016,84.00,84.24,85.00,61.00,61.00,61.00,436.31
51.4942855834,0.0185016021,14:17:30,23/9/2016,84.00,84.00,84.00,61.00,61.00,61.00,436.31
51.4942855834,0.0185165996,14:17:31,23/9/2016,84.00,84.00,84.00,61.00,61.00,61.00,436.31
51.4942779541,0.0185315990,14:17:32,23/9/2016,84.00,84.04,85.00,61.00,61.00,61.00,436.31
51.4942550659,0.0185482997,14:17:32,23/9/2016,85.00,84.49,85.00,61.00,61.00,61.00,436.31
51.4942398071,0.0185583009,14:17:34,23/9/2016,85.00,85.00,85.00,61.00,61.01,62.00,436.31
51.4942283630,0.0185765991,14:17:35,23/9/2016,85.00,85.00,85.00,61.00,61.16,62.00,436.31
51.4942207336,0.0185950012,14:17:36,23/9/2016,85.00,85.00,85.00,61.00,61.17,62.00,436.31
51.4942131042,0.0186150016,14:17:36,23/9/2016,85.00,85.00,85.00,61.00,61.00,62.00,436.31
51.4941978454,0.0186366004,14:17:38,23/9/2016,85.00,85.00,85.00,62.00,61.27,62.00,436.31
51.4941902160,0.0186500015,14:17:39,23/9/2016,85.00,85.00,85.00,61.00,61.00,62.00,436.31
51.4941749572,0.0186750011,14:17:40,23/9/2016,85.00,85.00,85.00,61.00,61.00,61.00,391.78
51.4941635131,0.0186899995,14:17:40,23/9/2016,86.00,86.00,86.00,62.00,61.00,62.00,391.78
51.4941749572,0.0187150001,14:17:42,23/9/2016,86.00,86.00,86.00,62.00,61.86,62.00,391.78
51.4941635131,0.0187350006,14:17:43,23/9/2016,86.00,86.04,87.00,62.00,62.00,62.00,391.78
51.4941635131,0.0187516002,14:17:44,23/9/2016,86.00,86.25,87.00,62.00,62.00,62.00,391.78
51.4941635131,0.0187683010,14:17:44,23/9/2016,86.00,86.01,87.00,62.00,61.99,62.00,391.78
51.4941825866,0.0187983016,14:17:46,23/9/2016,86.00,86.00,86.00,62.00,62.00,62.00,391.78
51.4942131042,0.0188133001,14:17:47,23/9/2016,86.00,86.00,87.00,62.00,62.00,62.00,391.78
51.4942398071,0.0188266010,14:17:48,23/9/2016,86.00,86.00,87.00,62.00,62.00,62.00,391.78
51.4942626953,0.0188366012,14:17:48,23/9/2016,86.00,86.00,86.00,62.00,62.00,62.00,391.78
51.4942626953,0.0188482999,14:17:50,23/9/2016,86.00,86.00,86.00,62.00,62.00,62.00,391.78
51.4942779541,0.0188750019,14:17:51,23/9/2016,86.00,86.00,87.00,62.00,61.92,62.00,391.78
51.4942970275,0.0188916015,14:17:52,23/9/2016,86.00,86.00,86.00,62.00,61.81,62.00,391.78
51.4943122863,0.0189033021,14:17:52,23/9/2016,86.00,86.00,86.00,62.00,61.97,62.00,391.78
51.4943199157,0.0189183025,14:17:54,23/9/2016,86.00,86.00,86.00,61.00,61.64,62.00,391.78
51.4943351745,0.0189350013,14:17:55,23/9/2016,86.00,86.00,86.00,61.00,61.34,62.00,391.78
51.4943504333,0.0189482994,14:17:56,23/9/2016,85.00,85.86,86.00,61.00,61.02,62.00,391.78
51.4943847656,0.0189566020,14:17:56,23/9/2016,85.00,85.46,86.00,61.00,61.00,61.00,391.78
51.4944000244,0.0189683008,14:17:58,23/9/2016,85.00,85.22,86.00,61.00,61.00,61.00,391.78
51.4944267272,0.0189766006,14:17:59,23/9/2016,85.00,85.00,85.00,61.00,61.00,61.00,391.78
51.4944419860,0.0189866008,14:18:0,23/9/2016,85.00,85.01,86.00,61.00,61.00,61.00,391.78
51.4944572448,0.0190016021,14:18:0,23/9/2016,86.00,85.54,86.00,61.00,61.00,61.00,391.78
51.4944648742,0.0190100011,14:18:2,23/9/2016,86.00,86.00,86.00,61.00,61.03,62.00,391.78
51.4944839477,0.0190182991,14:18:3,23/9/2016,86.00,86.00,86.00,61.00,61.28,62.00,391.78
51.4944915771,0.0190300006,14:18:4,23/9/2016,86.00,86.00,86.00,61.00,61.26,62.00,391.78
51.4944992065,0.0190415992,14:18:4,23/9/2016,86.00,86.00,86.00,62.00,61.35,62.00,391.78
51.4945220947,0.0190466022,14:18:6,23/9/2016,86.00,86.00,86.00,62.00,61.93,62.00,391.78
51.4945411682,0.0190599994,14:18:7,23/9/2016,86.00,86.14,87.00,62.00,61.78,62.00,391.78
51.4945564270,0.0190700006,14:18:8,23/9/2016,86.00,86.02,87.00,61.00,61.52,62.00,391.78
51.4945640563,0.0190816001,14:18:8,23/9/2016,86.00,86.00,87.00,61.00,61.10,62.00,391.78
51.4945793151,0.0190933017,14:18:10,23/9/2016,86.00,85.90,86.00,61.00,61.00,61.00,721.77
51.4945869445,0.0191000003,14:18:11,23/9/2016,85.00,85.01,86.00,61.00,61.00,61.00,721.77
51.4945945739,0.0191015987,14:18:12,23/9/2016,86.00,85.78,86.00,61.00,61.00,61.00,721.77
51.4946060180,0.0191133012,14:18:12,23/9/2016,86.00,85.98,86.00,61.00,61.00,62.00,721.77
51.4946136474,0.0191316013,14:18:14,23/9/2016,86.00,85.98,86.00,61.00,61.09,62.00,721.77
51.4946212768,0.0191500005,14:18:15,23/9/2016,86.00,86.00,86.00,62.00,61.68,62.00,721.77
51.4946289062,0.0191650018,14:18:16,23/9/2016,86.00,86.00,86.00,62.00,61.55,62.00,721.77
51.4946517944,0.0191732997,14:18:16,23/9/2016,86.00,86.00,86.00,62.00,61.80,62.00,721.77
51.4946632385,0.0191783008,14:18:18,23/9/2016,86.00,85.99,86.00,61.00,61.92,62.00,721.77
51.4946784973,0.0191933012,14:18:19,23/9/2016,86.00,85.98,86.00,62.00,61.55,62.00,721.77
51.4946861267,0.0192049999,14:18:20,23/9/2016,86.00,86.00,86.00,62.00,61.85,62.00,721.77
51.4947013854,0.0192150011,14:18:20,23/9/2016,86.00,86.00,86.00,62.00,61.93,62.00,721.77
51.4947090148,0.0192300014,14:18:22,23/9/2016,86.00,86.00,86.00,62.00,61.82,62.00,721.77
51.4947280883,0.0192416009,14:18:23,23/9/2016,86.00,86.00,86.00,61.00,61.60,62.00,721.77
51.4947357177,0.0192516021,14:18:24,23/9/2016,86.00,86.00,86.00,61.00,61.33,62.00,721.77
51.4947509765,0.0192633008,14:18:24,23/9/2016,86.00,85.99,86.00,62.00,61.83,62.00,721.77
51.4947662353,0.0192716007,14:18:26,23/9/2016,86.00,85.62,86.00,62.00,61.66,62.00,721.77
51.4947853088,0.0192782993,14:18:27,23/9/2016,85.00,85.03,86.00,61.00,61.35,62.00,721.77
51.4947929382,0.0192733020,14:18:28,23/9/2016,85.00,85.04,86.00,62.00,61.68,62.00,721.77
51.4948005676,0.0192749996,14:18:28,23/9/2016,86.00,85.20,86.00,62.00,61.90,62.00,721.77
51.4948005676,0.0192649984,14:18:30,23/9/2016,86.00,85.98,86.00,62.00,61.79,62.00,721.77
51.4948005676,0.0192615995,14:18:31,23/9/2016,86.00,86.00,86.00,62.00,61.98,62.00,721.77
51.4948005676,0.0192600011,14:18:32,23/9/2016,86.00,86.00,86.00,62.00,61.99,62.00,721.77
51.4948005676,0.0192565994,14:18:32,23/9/2016,86.00,86.00,86.00,62.00,61.99,62.00,721.77
51.4948005676,0.0192565994,14:18:34,23/9/2016,86.00,86.00,86.00,62.00,61.97,62.00,721.77
51.4948081970,0.0192633008,14:18:35,23/9/2016,86.00,86.00,86.00,62.00,62.00,62.00,721.77
51.4948081970,0.0192700014,14:18:36,23/9/2016,86.00,85.84,86.00,61.00,61.75,62.00,721.77
51.4948158264,0.0192815990,14:18:36,23/9/2016,86.00,86.00,86.00,62.00,61.47,62.00,721.77
51.4948310852,0.0192965993,14:18:38,23/9/2016,86.00,86.00,86.00,61.00,61.21,62.00,721.77
51.4948387145,0.0193116006,14:18:39,23/9/2016,85.00,85.92,86.00,61.00,61.00,62.00,721.77
51.4948501586,0.0193316001,14:18:40,23/9/2016,85.00,85.19,86.00,61.00,61.00,61.00,721.77
51.4948501586,0.0193516016,14:18:40,23/9/2016,85.00,85.22,86.00,61.00,61.00,61.00,5964.01
51.4948501586,0.0193683004,14:18:42,23/9/2016,85.00,85.64,86.00,61.00,61.00,61.00,5964.01
51.4948577880,0.0193833017,14:18:43,23/9/2016,85.00,85.00,86.00,61.00,61.00,61.00,5964.01
51.4948577880,0.0194033012,14:18:44,23/9/2016,85.00,84.93,85.00,61.00,60.92,61.00,5964.01
51.4948577880,0.0194216012,14:18:44,23/9/2016,85.00,84.97,85.00,61.00,61.00,61.00,5964.01
51.4948577880,0.0194400014,14:18:46,23/9/2016,85.00,85.00,85.00,61.00,61.00,61.00,5964.01
51.4948577880,0.0194600000,14:18:47,23/9/2016,85.00,85.00,85.00,61.00,61.00,61.00,5964.01
51.4948577880,0.0194799995,14:18:48,23/9/2016,85.00,84.82,85.00,61.00,61.00,61.00,5964.01
51.4948577880,0.0195000000,14:18:48,23/9/2016,84.00,84.68,85.00,61.00,61.00,61.00,5964.01
51.4948577880,0.0195166006,14:18:50,23/9/2016,84.00,84.05,85.00,61.00,61.00,61.00,5964.01
51.4948577880,0.0195366010,14:18:51,23/9/2016,84.00,84.00,84.00,61.00,61.00,61.00,5964.01
51.4948577880,0.0195550012,14:18:52,23/9/2016,84.00,84.00,85.00,61.00,61.00,61.00,5964.01
51.4948501586,0.0195733013,14:18:52,23/9/2016,84.00,84.23,85.00,61.00,61.00,61.00,5964.01
51.4948501586,0.0195966005,14:18:54,23/9/2016,85.00,84.25,85.00,61.00,61.00,61.00,5964.01
51.4948501586,0.0196150007,14:18:55,23/9/2016,85.00,85.00,85.00,62.00,61.05,62.00,5964.01
51.4948501586,0.0196316003,14:18:56,23/9/2016,85.00,85.00,85.00,61.00,61.39,62.00,5964.01
51.4948501586,0.0196532993,14:18:56,23/9/2016,85.00,85.01,86.00,61.00,61.02,62.00,5964.01
51.4948387145,0.0196749992,14:18:58,23/9/2016,85.00,85.00,85.00,61.00,61.01,62.00,5964.01
51.4948387145,0.0196933021,14:18:59,23/9/2016,85.00,85.00,85.00,61.00,61.18,62.00,5964.01
51.4948310852,0.0197165985,14:19:0,23/9/2016,85.00,85.00,85.00,61.00,61.00,61.00,5964.01
51.4948158264,0.0197466011,14:19:0,23/9/2016,85.00,85.03,86.00,61.00,61.00,61.00,5964.01
51.4948081970,0.0197683000,14:19:2,23/9/2016,86.00,85.05,86.00,61.00,61.00,61.00,5964.01
51.4948005676,0.0197883014,14:19:3,23/9/2016,85.00,85.11,86.00,61.00,61.00,61.00,5964.01
51.4948005676,0.0198015995,14:19:4,23/9/2016,86.00,85.50,86.00,61.00,61.00,61.00,5964.01
51.4948005676,0.0198099994,14:19:4,23/9/2016,85.00,85.24,86.00,61.00,61.00,61.00,5964.01
51.4948005676,0.0198283014,14:19:6,23/9/2016,85.00,85.05,86.00,61.00,61.00,61.00,5964.01
51.4947929382,0.0198450012,14:19:7,23/9/2016,85.00,85.00,86.00,61.00,60.91,61.00,5964.01
51.4947929382,0.0198600006,14:19:8,23/9/2016,85.00,85.00,85.00,60.00,60.70,61.00,5964.01
51.4947929382,0.0198750000,14:19:8,23/9/2016,85.00,85.00,85.00,61.00,60.73,61.00,5964.01
51.4947929382,0.0198933010,14:19:10,23/9/2016,85.00,84.99,85.00,60.00,60.74,61.00,5964.01
51.4947929382,0.0199083023,14:19:11,23/9/2016,85.00,84.39,85.00,60.00,60.02,61.00,5964.01
51.4947853088,0.0199200010,14:19:12,23/9/2016,84.00,84.05,85.00,60.00,60.02,61.00,16772.66
51.4947853088,0.0199333009,14:19:12,23/9/2016,85.00,85.03,86.00,61.00,60.71,61.00,16772.66
51.4947662353,0.0199466018,14:19:14,23/9/2016,85.00,85.00,86.00,60.00,60.15,61.00,16772.66
51.4947662353,0.0199683008,14:19:15,23/9/2016,85.00,85.00,85.00,60.00,60.00,60.00,16772.66
51.4947586059,0.0199882993,14:19:16,23/9/2016,85.00,84.84,85.00,60.00,60.00,60.00,16772.66
51.4947586059,0.0200099992,14:19:16,23/9/2016,86.00,85.00,86.00,60.00,60.14,61.00,16772.66
51.4947509765,0.0200315999,14:19:18,23/9/2016,86.00,85.88,86.00,61.00,60.88,61.00,16772.66
51.4947509765,0.0200500011,14:19:19,23/9/2016,87.00,86.00,87.00,61.00,61.00,61.00,16772.66
51.4947433471,0.0200750017,14:19:20,23/9/2016,86.00,86.00,87.00,61.00,61.00,61.00,16772.66
51.4947357177,0.0200950002,14:19:20,23/9/2016,86.00,86.00,86.00,61.00,61.00,61.00,16772.66
51.4947357177,0.0201182985,14:19:22,23/9/2016,85.00,85.01,86.00,60.00,60.33,61.00,16772.66
51.4947280883,0.0201365995,14:19:23,23/9/2016,85.00,85.01,86.00,60.00,60.00,61.00,16772.66
51.4947166442,0.0201566004,14:19:24,23/9/2016,84.00,84.18,85.00,60.00,60.00,60.00,16772.66
51.4947090148,0.0201750016,14:19:24,23/9/2016,83.00,83.16,84.00,60.00,60.00,60.00,16772.66
51.4947090148,0.0201983022,14:19:26,23/9/2016,84.00,83.44,84.00,60.00,59.99,60.00,16772.66
51.4947013854,0.0202183008,14:19:27,23/9/2016,84.00,84.00,85.00,60.00,60.00,61.00,16772.66
51.4946937561,0.0202366018,14:19:28,23/9/2016,84.00,83.38,84.00,60.00,59.75,60.00,16772.66
51.4946784973,0.0202583026,14:19:28,23/9/2016,84.00,83.28,84.00,60.00,60.00,60.00,16772.66
51.4946784973,0.0202800011,14:19:30,23/9/2016,85.00,84.22,85.00,61.00,60.29,61.00,16772.66
51.4946708679,0.0203016018,14:19:31,23/9/2016,85.00,85.00,86.00,61.00,61.00,61.00,16772.66
51.4946708679,0.0203166007,14:19:32,23/9/2016,86.00,86.00,86.00,62.00,61.77,62.00,16772.66
51.4946708679,0.0203350019,14:19:32,23/9/2016,86.00,86.00,86.00,62.00,62.00,62.00,16772.66
51.4946708679,0.0203516006,14:19:34,23/9/2016,87.00,86.39,87.00,62.00,62.00,62.00,16772.66
51.4946632385,0.0203783011,14:19:35,23/9/2016,87.00,87.00,87.00,62.00,62.00,62.00,16772.66
